"Plot-Titel: 10350107"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10350107, SEN S/N: 10350107)","Intensität, Lux (LGR S/N: 10350107, SEN S/N: 10350107)","Koppler verbunden (LGR S/N: 10350107)","Koppler abgetrennt (LGR S/N: 10350107)","Batterie defekt (LGR S/N: 10350107)","Host verbunden (LGR S/N: 10350107)","Angehalten (LGR S/N: 10350107)","Dateiende (LGR S/N: 10350107)"
445,12.03.22 03:00:00 AM,17.379,0.0,,,,,,
446,12.03.22 03:10:00 AM,17.379,0.0,,,,,,
447,12.03.22 03:20:00 AM,17.379,0.0,,,,,,
448,12.03.22 03:30:00 AM,17.379,0.0,,,,,,
449,12.03.22 03:40:00 AM,17.379,0.0,,,,,,
450,12.03.22 03:50:00 AM,17.379,0.0,,,,,,
451,12.03.22 04:00:00 AM,17.379,0.0,,,,,,
452,12.03.22 04:10:00 AM,17.379,0.0,,,,,,
453,12.03.22 04:20:00 AM,17.379,0.0,,,,,,
454,12.03.22 04:30:00 AM,17.379,0.0,,,,,,
455,12.03.22 04:40:00 AM,17.379,0.0,,,,,,
456,12.03.22 04:50:00 AM,17.379,0.0,,,,,,
457,12.03.22 05:00:00 AM,17.379,0.0,,,,,,
458,12.03.22 05:10:00 AM,17.379,0.0,,,,,,
459,12.03.22 05:20:00 AM,17.379,0.0,,,,,,
460,12.03.22 05:30:00 AM,17.379,0.0,,,,,,
461,12.03.22 05:40:00 AM,17.284,0.0,,,,,,
462,12.03.22 05:50:00 AM,17.284,0.0,,,,,,
463,12.03.22 06:00:00 AM,17.284,0.0,,,,,,
464,12.03.22 06:10:00 AM,17.284,0.0,,,,,,
465,12.03.22 06:20:00 AM,17.284,0.0,,,,,,
466,12.03.22 06:30:00 AM,17.284,0.0,,,,,,
467,12.03.22 06:40:00 AM,17.284,0.0,,,,,,
468,12.03.22 06:50:00 AM,17.284,0.0,,,,,,
469,12.03.22 07:00:00 AM,17.284,0.0,,,,,,
470,12.03.22 07:10:00 AM,17.284,0.0,,,,,,
471,12.03.22 07:20:00 AM,17.284,0.0,,,,,,
472,12.03.22 07:30:00 AM,17.284,0.0,,,,,,
473,12.03.22 07:40:00 AM,17.284,0.0,,,,,,
474,12.03.22 07:50:00 AM,17.284,0.0,,,,,,
475,12.03.22 08:00:00 AM,17.284,0.0,,,,,,
476,12.03.22 08:10:00 AM,17.284,0.0,,,,,,
477,12.03.22 08:20:00 AM,17.284,0.0,,,,,,
478,12.03.22 08:30:00 AM,17.284,0.0,,,,,,
479,12.03.22 08:40:00 AM,17.284,0.0,,,,,,
480,12.03.22 08:50:00 AM,17.284,0.0,,,,,,
481,12.03.22 09:00:00 AM,17.284,0.0,,,,,,
482,12.03.22 09:10:00 AM,17.284,0.0,,,,,,
483,12.03.22 09:20:00 AM,17.284,0.0,,,,,,
484,12.03.22 09:30:00 AM,17.284,0.0,,,,,,
485,12.03.22 09:40:00 AM,17.284,0.0,,,,,,
486,12.03.22 09:50:00 AM,17.284,0.0,,,,,,
487,12.03.22 10:00:00 AM,17.284,0.0,,,,,,
488,12.03.22 10:10:00 AM,17.284,0.0,,,,,,
489,12.03.22 10:20:00 AM,17.284,0.0,,,,,,
490,12.03.22 10:30:00 AM,17.284,0.0,,,,,,
491,12.03.22 10:40:00 AM,17.284,0.0,,,,,,
492,12.03.22 10:50:00 AM,17.284,0.0,,,,,,
493,12.03.22 11:00:00 AM,17.284,0.0,,,,,,
494,12.03.22 11:10:00 AM,17.284,0.0,,,,,,
495,12.03.22 11:20:00 AM,17.284,0.0,,,,,,
496,12.03.22 11:30:00 AM,17.284,0.0,,,,,,
497,12.03.22 11:40:00 AM,17.284,0.0,,,,,,
498,12.03.22 11:50:00 AM,17.284,0.0,,,,,,
499,12.03.22 12:00:00 PM,17.284,0.0,,,,,,
500,12.03.22 12:10:00 PM,17.284,0.0,,,,,,
501,12.03.22 12:20:00 PM,17.284,0.0,,,,,,
502,12.03.22 12:30:00 PM,17.284,0.0,,,,,,
503,12.03.22 12:40:00 PM,17.284,0.0,,,,,,
504,12.03.22 12:50:00 PM,17.379,0.0,,,,,,
505,12.03.22 01:00:00 PM,17.379,0.0,,,,,,
506,12.03.22 01:10:00 PM,17.379,0.0,,,,,,
507,12.03.22 01:20:00 PM,17.379,0.0,,,,,,
508,12.03.22 01:30:00 PM,17.379,0.0,,,,,,
509,12.03.22 01:40:00 PM,17.379,0.0,,,,,,
510,12.03.22 01:50:00 PM,17.284,0.0,,,,,,
511,12.03.22 02:00:00 PM,17.379,0.0,,,,,,
512,12.03.22 02:10:00 PM,17.379,0.0,,,,,,
513,12.03.22 02:20:00 PM,17.284,0.0,,,,,,
514,12.03.22 02:30:00 PM,17.379,0.0,,,,,,
515,12.03.22 02:40:00 PM,17.284,0.0,,,,,,
516,12.03.22 02:50:00 PM,17.284,0.0,,,,,,
517,12.03.22 03:00:00 PM,17.284,0.0,,,,,,
518,12.03.22 03:10:00 PM,17.284,0.0,,,,,,
519,12.03.22 03:20:00 PM,17.284,0.0,,,,,,
520,12.03.22 03:30:00 PM,17.284,0.0,,,,,,
521,12.03.22 03:40:00 PM,17.284,0.0,,,,,,
522,12.03.22 03:50:00 PM,17.284,0.0,,,,,,
523,12.03.22 04:00:00 PM,17.284,0.0,,,,,,
524,12.03.22 04:10:00 PM,17.284,0.0,,,,,,
525,12.03.22 04:20:00 PM,17.284,0.0,,,,,,
526,12.03.22 04:30:00 PM,17.284,0.0,,,,,,
527,12.03.22 04:40:00 PM,17.284,0.0,,,,,,
528,12.03.22 04:50:00 PM,17.284,0.0,,,,,,
529,12.03.22 05:00:00 PM,17.284,0.0,,,,,,
530,12.03.22 05:10:00 PM,17.284,0.0,,,,,,
531,12.03.22 05:20:00 PM,17.284,0.0,,,,,,
532,12.03.22 05:30:00 PM,17.284,0.0,,,,,,
533,12.03.22 05:40:00 PM,17.189,0.0,,,,,,
534,12.03.22 05:50:00 PM,17.189,0.0,,,,,,
535,12.03.22 06:00:00 PM,17.189,0.0,,,,,,
536,12.03.22 06:10:00 PM,17.189,0.0,,,,,,
537,12.03.22 06:20:00 PM,17.189,0.0,,,,,,
538,12.03.22 06:30:00 PM,17.189,0.0,,,,,,
539,12.03.22 06:40:00 PM,17.189,0.0,,,,,,
540,12.03.22 06:50:00 PM,17.189,0.0,,,,,,
541,12.03.22 07:00:00 PM,17.189,0.0,,,,,,
542,12.03.22 07:10:00 PM,17.189,0.0,,,,,,
543,12.03.22 07:20:00 PM,17.189,0.0,,,,,,
544,12.03.22 07:30:00 PM,17.189,0.0,,,,,,
545,12.03.22 07:40:00 PM,17.189,0.0,,,,,,
546,12.03.22 07:50:00 PM,17.189,0.0,,,,,,
547,12.03.22 08:00:00 PM,17.189,0.0,,,,,,
548,12.03.22 08:10:00 PM,17.189,0.0,,,,,,
549,12.03.22 08:20:00 PM,17.189,0.0,,,,,,
550,12.03.22 08:30:00 PM,17.189,0.0,,,,,,
551,12.03.22 08:40:00 PM,17.189,0.0,,,,,,
552,12.03.22 08:50:00 PM,17.094,0.0,,,,,,
553,12.03.22 09:00:00 PM,17.094,0.0,,,,,,
554,12.03.22 09:10:00 PM,17.094,0.0,,,,,,
555,12.03.22 09:20:00 PM,17.094,0.0,,,,,,
556,12.03.22 09:30:00 PM,17.094,0.0,,,,,,
557,12.03.22 09:40:00 PM,17.094,0.0,,,,,,
558,12.03.22 09:50:00 PM,17.094,0.0,,,,,,
559,12.03.22 10:00:00 PM,17.094,0.0,,,,,,
560,12.03.22 10:10:00 PM,17.094,0.0,,,,,,
561,12.03.22 10:20:00 PM,17.094,0.0,,,,,,
562,12.03.22 10:30:00 PM,17.094,0.0,,,,,,
563,12.03.22 10:40:00 PM,17.094,0.0,,,,,,
564,12.03.22 10:50:00 PM,17.094,0.0,,,,,,
565,12.03.22 11:00:00 PM,17.094,0.0,,,,,,
566,12.03.22 11:10:00 PM,17.094,0.0,,,,,,
567,12.03.22 11:20:00 PM,17.094,0.0,,,,,,
568,12.03.22 11:30:00 PM,17.094,0.0,,,,,,
569,12.03.22 11:40:00 PM,17.094,0.0,,,,,,
570,12.03.22 11:50:00 PM,17.094,0.0,,,,,,
571,12.04.22 12:00:00 AM,17.094,0.0,,,,,,
572,12.04.22 12:10:00 AM,16.999,0.0,,,,,,
573,12.04.22 12:20:00 AM,16.999,0.0,,,,,,
574,12.04.22 12:30:00 AM,16.999,0.0,,,,,,
575,12.04.22 12:40:00 AM,16.999,0.0,,,,,,
576,12.04.22 12:50:00 AM,16.999,0.0,,,,,,
577,12.04.22 01:00:00 AM,16.999,0.0,,,,,,
578,12.04.22 01:10:00 AM,16.999,0.0,,,,,,
579,12.04.22 01:20:00 AM,16.999,0.0,,,,,,
580,12.04.22 01:30:00 AM,16.999,0.0,,,,,,
581,12.04.22 01:40:00 AM,16.999,0.0,,,,,,
582,12.04.22 01:50:00 AM,16.999,0.0,,,,,,
583,12.04.22 02:00:00 AM,16.999,0.0,,,,,,
584,12.04.22 02:10:00 AM,16.999,0.0,,,,,,
585,12.04.22 02:20:00 AM,16.999,0.0,,,,,,
586,12.04.22 02:30:00 AM,16.999,0.0,,,,,,
587,12.04.22 02:40:00 AM,16.999,0.0,,,,,,
588,12.04.22 02:50:00 AM,16.903,0.0,,,,,,
589,12.04.22 03:00:00 AM,16.903,0.0,,,,,,
590,12.04.22 03:10:00 AM,16.903,0.0,,,,,,
591,12.04.22 03:20:00 AM,16.903,0.0,,,,,,
592,12.04.22 03:30:00 AM,16.903,0.0,,,,,,
593,12.04.22 03:40:00 AM,16.903,0.0,,,,,,
594,12.04.22 03:50:00 AM,16.903,0.0,,,,,,
595,12.04.22 04:00:00 AM,16.903,0.0,,,,,,
596,12.04.22 04:10:00 AM,16.903,0.0,,,,,,
597,12.04.22 04:20:00 AM,16.903,0.0,,,,,,
598,12.04.22 04:30:00 AM,16.903,0.0,,,,,,
599,12.04.22 04:40:00 AM,16.903,0.0,,,,,,
600,12.04.22 04:50:00 AM,16.903,0.0,,,,,,
601,12.04.22 05:00:00 AM,16.903,0.0,,,,,,
602,12.04.22 05:10:00 AM,16.903,0.0,,,,,,
603,12.04.22 05:20:00 AM,16.903,0.0,,,,,,
604,12.04.22 05:30:00 AM,16.903,0.0,,,,,,
605,12.04.22 05:40:00 AM,16.903,0.0,,,,,,
606,12.04.22 05:50:00 AM,16.903,0.0,,,,,,
607,12.04.22 06:00:00 AM,16.903,0.0,,,,,,
608,12.04.22 06:10:00 AM,16.903,0.0,,,,,,
609,12.04.22 06:20:00 AM,16.903,0.0,,,,,,
610,12.04.22 06:30:00 AM,16.903,0.0,,,,,,
611,12.04.22 06:40:00 AM,16.808,0.0,,,,,,
612,12.04.22 06:50:00 AM,16.808,0.0,,,,,,
613,12.04.22 07:00:00 AM,16.808,0.0,,,,,,
614,12.04.22 07:10:00 AM,16.808,0.0,,,,,,
615,12.04.22 07:20:00 AM,16.808,0.0,,,,,,
616,12.04.22 07:30:00 AM,16.808,0.0,,,,,,
617,12.04.22 07:40:00 AM,16.808,0.0,,,,,,
618,12.04.22 07:50:00 AM,16.808,0.0,,,,,,
619,12.04.22 08:00:00 AM,16.808,0.0,,,,,,
620,12.04.22 08:10:00 AM,16.808,0.0,,,,,,
621,12.04.22 08:20:00 AM,16.808,0.0,,,,,,
622,12.04.22 08:30:00 AM,16.808,0.0,,,,,,
623,12.04.22 08:40:00 AM,16.808,0.0,,,,,,
624,12.04.22 08:50:00 AM,16.808,0.0,,,,,,
625,12.04.22 09:00:00 AM,16.808,0.0,,,,,,
626,12.04.22 09:10:00 AM,16.808,0.0,,,,,,
627,12.04.22 09:20:00 AM,16.808,0.0,,,,,,
628,12.04.22 09:30:00 AM,16.808,0.0,,,,,,
629,12.04.22 09:40:00 AM,16.808,0.0,,,,,,
630,12.04.22 09:50:00 AM,16.808,0.0,,,,,,
631,12.04.22 10:00:00 AM,16.808,0.0,,,,,,
632,12.04.22 10:10:00 AM,16.808,0.0,,,,,,
633,12.04.22 10:20:00 AM,16.808,0.0,,,,,,
634,12.04.22 10:30:00 AM,16.808,0.0,,,,,,
635,12.04.22 10:40:00 AM,16.808,0.0,,,,,,
636,12.04.22 10:50:00 AM,16.808,0.0,,,,,,
637,12.04.22 11:00:00 AM,16.808,0.0,,,,,,
638,12.04.22 11:10:00 AM,16.808,0.0,,,,,,
639,12.04.22 11:20:00 AM,16.808,0.0,,,,,,
640,12.04.22 11:30:00 AM,16.808,0.0,,,,,,
641,12.04.22 11:40:00 AM,16.808,0.0,,,,,,
642,12.04.22 11:50:00 AM,16.808,0.0,,,,,,
643,12.04.22 12:00:00 PM,16.808,0.0,,,,,,
644,12.04.22 12:10:00 PM,16.808,0.0,,,,,,
645,12.04.22 12:20:00 PM,16.808,0.0,,,,,,
646,12.04.22 12:30:00 PM,16.808,0.0,,,,,,
647,12.04.22 12:40:00 PM,16.808,0.0,,,,,,
648,12.04.22 12:50:00 PM,16.808,0.0,,,,,,
649,12.04.22 01:00:00 PM,16.808,0.0,,,,,,
650,12.04.22 01:10:00 PM,16.808,0.0,,,,,,
651,12.04.22 01:20:00 PM,16.808,0.0,,,,,,
652,12.04.22 01:30:00 PM,16.808,0.0,,,,,,
653,12.04.22 01:40:00 PM,16.808,0.0,,,,,,
654,12.04.22 01:50:00 PM,16.808,0.0,,,,,,
655,12.04.22 02:00:00 PM,16.808,0.0,,,,,,
656,12.04.22 02:10:00 PM,16.808,0.0,,,,,,
657,12.04.22 02:20:00 PM,16.808,0.0,,,,,,
658,12.04.22 02:30:00 PM,16.808,0.0,,,,,,
659,12.04.22 02:40:00 PM,16.808,0.0,,,,,,
660,12.04.22 02:50:00 PM,16.808,0.0,,,,,,
661,12.04.22 03:00:00 PM,16.713,0.0,,,,,,
662,12.04.22 03:10:00 PM,16.808,0.0,,,,,,
663,12.04.22 03:20:00 PM,16.713,0.0,,,,,,
664,12.04.22 03:30:00 PM,16.808,0.0,,,,,,
665,12.04.22 03:40:00 PM,16.713,0.0,,,,,,
666,12.04.22 03:50:00 PM,16.713,0.0,,,,,,
667,12.04.22 04:00:00 PM,16.713,0.0,,,,,,
668,12.04.22 04:10:00 PM,16.713,0.0,,,,,,
669,12.04.22 04:20:00 PM,16.713,0.0,,,,,,
670,12.04.22 04:30:00 PM,16.713,0.0,,,,,,
671,12.04.22 04:40:00 PM,16.713,0.0,,,,,,
672,12.04.22 04:50:00 PM,16.713,0.0,,,,,,
673,12.04.22 05:00:00 PM,16.713,0.0,,,,,,
674,12.04.22 05:10:00 PM,16.713,0.0,,,,,,
675,12.04.22 05:20:00 PM,16.713,0.0,,,,,,
676,12.04.22 05:30:00 PM,16.713,0.0,,,,,,
677,12.04.22 05:40:00 PM,16.713,0.0,,,,,,
678,12.04.22 05:50:00 PM,16.713,0.0,,,,,,
679,12.04.22 06:00:00 PM,16.618,0.0,,,,,,
680,12.04.22 06:10:00 PM,16.713,0.0,,,,,,
681,12.04.22 06:20:00 PM,16.618,0.0,,,,,,
682,12.04.22 06:30:00 PM,16.618,0.0,,,,,,
683,12.04.22 06:40:00 PM,16.618,0.0,,,,,,
684,12.04.22 06:50:00 PM,16.618,0.0,,,,,,
685,12.04.22 07:00:00 PM,16.618,0.0,,,,,,
686,12.04.22 07:10:00 PM,16.618,0.0,,,,,,
687,12.04.22 07:20:00 PM,16.618,0.0,,,,,,
688,12.04.22 07:30:00 PM,16.618,0.0,,,,,,
689,12.04.22 07:40:00 PM,16.618,0.0,,,,,,
690,12.04.22 07:50:00 PM,16.618,0.0,,,,,,
691,12.04.22 08:00:00 PM,16.618,0.0,,,,,,
692,12.04.22 08:10:00 PM,16.618,0.0,,,,,,
693,12.04.22 08:20:00 PM,16.618,0.0,,,,,,
694,12.04.22 08:30:00 PM,16.618,0.0,,,,,,
695,12.04.22 08:40:00 PM,16.618,0.0,,,,,,
696,12.04.22 08:50:00 PM,16.618,0.0,,,,,,
697,12.04.22 09:00:00 PM,16.618,0.0,,,,,,
698,12.04.22 09:10:00 PM,16.618,0.0,,,,,,
699,12.04.22 09:20:00 PM,16.618,0.0,,,,,,
700,12.04.22 09:30:00 PM,16.618,0.0,,,,,,
701,12.04.22 09:40:00 PM,16.618,0.0,,,,,,
702,12.04.22 09:50:00 PM,16.618,0.0,,,,,,
703,12.04.22 10:00:00 PM,16.618,0.0,,,,,,
704,12.04.22 10:10:00 PM,16.618,0.0,,,,,,
705,12.04.22 10:20:00 PM,16.618,0.0,,,,,,
706,12.04.22 10:30:00 PM,16.618,0.0,,,,,,
707,12.04.22 10:40:00 PM,16.618,0.0,,,,,,
708,12.04.22 10:50:00 PM,16.618,0.0,,,,,,
709,12.04.22 11:00:00 PM,16.618,0.0,,,,,,
710,12.04.22 11:10:00 PM,16.618,0.0,,,,,,
711,12.04.22 11:20:00 PM,16.618,0.0,,,,,,
712,12.04.22 11:30:00 PM,16.618,0.0,,,,,,
713,12.04.22 11:40:00 PM,16.523,0.0,,,,,,
714,12.04.22 11:50:00 PM,16.523,0.0,,,,,,
715,12.05.22 12:00:00 AM,16.618,0.0,,,,,,
716,12.05.22 12:10:00 AM,16.523,0.0,,,,,,
717,12.05.22 12:20:00 AM,16.618,0.0,,,,,,
718,12.05.22 12:30:00 AM,16.618,0.0,,,,,,
719,12.05.22 12:40:00 AM,16.618,0.0,,,,,,
720,12.05.22 12:50:00 AM,16.618,0.0,,,,,,
721,12.05.22 01:00:00 AM,16.618,0.0,,,,,,
722,12.05.22 01:10:00 AM,16.618,0.0,,,,,,
723,12.05.22 01:20:00 AM,16.523,0.0,,,,,,
724,12.05.22 01:30:00 AM,16.523,0.0,,,,,,
725,12.05.22 01:40:00 AM,16.523,0.0,,,,,,
726,12.05.22 01:50:00 AM,16.523,0.0,,,,,,
727,12.05.22 02:00:00 AM,16.523,0.0,,,,,,
728,12.05.22 02:10:00 AM,16.523,0.0,,,,,,
729,12.05.22 02:20:00 AM,16.523,0.0,,,,,,
730,12.05.22 02:30:00 AM,16.523,0.0,,,,,,
731,12.05.22 02:40:00 AM,16.523,0.0,,,,,,
732,12.05.22 02:50:00 AM,16.523,0.0,,,,,,
733,12.05.22 03:00:00 AM,16.523,0.0,,,,,,
734,12.05.22 03:10:00 AM,16.523,0.0,,,,,,
735,12.05.22 03:20:00 AM,16.523,0.0,,,,,,
736,12.05.22 03:30:00 AM,16.523,0.0,,,,,,
737,12.05.22 03:40:00 AM,16.523,0.0,,,,,,
738,12.05.22 03:50:00 AM,16.523,0.0,,,,,,
739,12.05.22 04:00:00 AM,16.523,0.0,,,,,,
740,12.05.22 04:10:00 AM,16.523,0.0,,,,,,
741,12.05.22 04:20:00 AM,16.523,0.0,,,,,,
742,12.05.22 04:30:00 AM,16.523,0.0,,,,,,
743,12.05.22 04:40:00 AM,16.523,0.0,,,,,,
744,12.05.22 04:50:00 AM,16.523,0.0,,,,,,
745,12.05.22 05:00:00 AM,16.523,0.0,,,,,,
746,12.05.22 05:10:00 AM,16.523,0.0,,,,,,
747,12.05.22 05:20:00 AM,16.523,0.0,,,,,,
748,12.05.22 05:30:00 AM,16.523,0.0,,,,,,
749,12.05.22 05:40:00 AM,16.523,0.0,,,,,,
750,12.05.22 05:50:00 AM,16.523,0.0,,,,,,
751,12.05.22 06:00:00 AM,16.523,0.0,,,,,,
752,12.05.22 06:10:00 AM,16.523,0.0,,,,,,
753,12.05.22 06:20:00 AM,16.523,0.0,,,,,,
754,12.05.22 06:30:00 AM,16.523,0.0,,,,,,
755,12.05.22 06:40:00 AM,16.523,0.0,,,,,,
756,12.05.22 06:50:00 AM,16.523,0.0,,,,,,
757,12.05.22 07:00:00 AM,16.523,0.0,,,,,,
758,12.05.22 07:10:00 AM,16.523,0.0,,,,,,
759,12.05.22 07:20:00 AM,16.523,0.0,,,,,,
760,12.05.22 07:30:00 AM,16.523,0.0,,,,,,
761,12.05.22 07:40:00 AM,16.523,0.0,,,,,,
762,12.05.22 07:50:00 AM,16.523,0.0,,,,,,
763,12.05.22 08:00:00 AM,16.523,0.0,,,,,,
764,12.05.22 08:10:00 AM,16.523,0.0,,,,,,
765,12.05.22 08:20:00 AM,16.618,0.0,,,,,,
766,12.05.22 08:30:00 AM,16.618,0.0,,,,,,
767,12.05.22 08:40:00 AM,16.618,0.0,,,,,,
768,12.05.22 08:50:00 AM,16.618,0.0,,,,,,
769,12.05.22 09:00:00 AM,16.618,0.0,,,,,,
770,12.05.22 09:10:00 AM,16.713,0.0,,,,,,
771,12.05.22 09:20:00 AM,18.331,0.0,,,,,,
772,12.05.22 09:21:35 AM,,,Protokolliert,,,,,
773,12.05.22 09:21:40 AM,,,,Protokolliert,,,,
774,12.05.22 09:21:43 AM,,,Protokolliert,,,,,
775,12.05.22 09:21:44 AM,,,,Protokolliert,,,,
776,12.05.22 09:30:00 AM,14.421,0.0,,,,,,
777,12.05.22 09:40:00 AM,15.951,0.0,,,,,,
778,12.05.22 09:50:00 AM,18.426,161.5,,,,,,
779,12.05.22 10:00:00 AM,14.038,0.0,,,,,,
780,12.05.22 10:10:00 AM,15.091,355.2,,,,,,
781,12.05.22 10:20:00 AM,14.038,0.0,,,,,,
782,12.05.22 10:30:00 AM,13.461,0.0,,,,,,
783,12.05.22 10:40:00 AM,12.690,0.0,,,,,,
784,12.05.22 10:50:00 AM,13.076,0.0,,,,,,
785,12.05.22 11:00:00 AM,13.269,0.0,,,,,,
786,12.05.22 11:10:00 AM,13.365,0.0,,,,,,
787,12.05.22 11:20:00 AM,13.846,0.0,,,,,,
788,12.05.22 11:30:00 AM,15.951,0.0,,,,,,
789,12.05.22 11:40:00 AM,18.521,0.0,,,,,,
790,12.05.22 11:50:00 AM,20.043,0.0,,,,,,
791,12.05.22 12:00:00 PM,20.710,0.0,,,,,,
792,12.05.22 12:10:00 PM,21.091,0.0,,,,,,
793,12.05.22 12:20:00 PM,21.378,0.0,,,,,,
794,12.05.22 12:30:00 PM,21.473,0.0,,,,,,
795,12.05.22 12:40:00 PM,21.664,0.0,,,,,,
796,12.05.22 12:50:00 PM,21.664,0.0,,,,,,
797,12.05.22 01:00:00 PM,21.569,0.0,,,,,,
798,12.05.22 01:10:00 PM,21.569,0.0,,,,,,
799,12.05.22 01:20:00 PM,21.473,0.0,,,,,,
800,12.05.22 01:30:00 PM,21.473,0.0,,,,,,
801,12.05.22 01:40:00 PM,21.473,0.0,,,,,,
802,12.05.22 01:50:00 PM,21.473,0.0,,,,,,
803,12.05.22 02:00:00 PM,21.473,0.0,,,,,,
804,12.05.22 02:10:00 PM,21.473,0.0,,,,,,
805,12.05.22 02:20:00 PM,21.473,0.0,,,,,,
806,12.05.22 02:30:00 PM,21.473,0.0,,,,,,
807,12.05.22 02:40:00 PM,21.569,0.0,,,,,,
808,12.05.22 02:50:00 PM,21.569,0.0,,,,,,
809,12.05.22 03:00:00 PM,21.569,0.0,,,,,,
810,12.05.22 03:10:00 PM,21.569,0.0,,,,,,
811,12.05.22 03:20:00 PM,21.569,0.0,,,,,,
812,12.05.22 03:30:00 PM,21.664,0.0,,,,,,
813,12.05.22 03:40:00 PM,21.664,0.0,,,,,,
814,12.05.22 03:50:00 PM,21.664,0.0,,,,,,
815,12.05.22 04:00:00 PM,21.664,0.0,,,,,,
816,12.05.22 04:10:00 PM,21.760,0.0,,,,,,
817,12.05.22 04:20:00 PM,21.760,0.0,,,,,,
818,12.05.22 04:30:00 PM,21.760,0.0,,,,,,
819,12.05.22 04:40:00 PM,21.760,0.0,,,,,,
820,12.05.22 04:50:00 PM,21.760,0.0,,,,,,
821,12.05.22 05:00:00 PM,21.760,0.0,,,,,,
822,12.05.22 05:10:00 PM,21.760,0.0,,,,,,
823,12.05.22 05:20:00 PM,21.855,0.0,,,,,,
824,12.05.22 05:30:00 PM,21.855,0.0,,,,,,
825,12.05.22 05:40:00 PM,21.951,0.0,,,,,,
826,12.05.22 05:50:00 PM,21.951,0.0,,,,,,
827,12.05.22 06:00:00 PM,21.951,0.0,,,,,,
828,12.05.22 06:10:00 PM,21.951,0.0,,,,,,
829,12.05.22 06:20:00 PM,21.951,0.0,,,,,,
830,12.05.22 06:30:00 PM,21.951,0.0,,,,,,
831,12.05.22 06:40:00 PM,21.951,0.0,,,,,,
832,12.05.22 06:50:00 PM,21.951,0.0,,,,,,
833,12.05.22 07:00:00 PM,22.046,0.0,,,,,,
834,12.05.22 07:10:00 PM,22.046,0.0,,,,,,
835,12.05.22 07:20:00 PM,22.046,0.0,,,,,,
836,12.05.22 07:30:00 PM,22.046,0.0,,,,,,
837,12.05.22 07:40:00 PM,22.046,0.0,,,,,,
838,12.05.22 07:50:00 PM,22.046,0.0,,,,,,
839,12.05.22 08:00:00 PM,22.046,0.0,,,,,,
840,12.05.22 08:10:00 PM,22.046,0.0,,,,,,
841,12.05.22 08:20:00 PM,22.046,0.0,,,,,,
842,12.05.22 08:30:00 PM,22.046,0.0,,,,,,
843,12.05.22 08:40:00 PM,22.046,0.0,,,,,,
844,12.05.22 08:50:00 PM,22.046,0.0,,,,,,
845,12.05.22 09:00:00 PM,22.046,0.0,,,,,,
846,12.05.22 09:10:00 PM,22.046,0.0,,,,,,
847,12.05.22 09:20:00 PM,22.046,0.0,,,,,,
848,12.05.22 09:30:00 PM,22.142,0.0,,,,,,
849,12.05.22 09:40:00 PM,22.142,0.0,,,,,,
850,12.05.22 09:50:00 PM,22.142,0.0,,,,,,
851,12.05.22 10:00:00 PM,22.046,0.0,,,,,,
852,12.05.22 10:10:00 PM,22.046,0.0,,,,,,
853,12.05.22 10:20:00 PM,22.046,0.0,,,,,,
854,12.05.22 10:30:00 PM,22.142,0.0,,,,,,
855,12.05.22 10:40:00 PM,22.142,0.0,,,,,,
856,12.05.22 10:50:00 PM,22.142,0.0,,,,,,
857,12.05.22 11:00:00 PM,22.142,0.0,,,,,,
858,12.05.22 11:10:00 PM,22.142,0.0,,,,,,
859,12.05.22 11:20:00 PM,22.046,0.0,,,,,,
860,12.05.22 11:30:00 PM,22.046,0.0,,,,,,
861,12.05.22 11:40:00 PM,22.046,0.0,,,,,,
862,12.05.22 11:50:00 PM,22.046,0.0,,,,,,
863,12.06.22 12:00:00 AM,22.046,0.0,,,,,,
864,12.06.22 12:10:00 AM,22.046,0.0,,,,,,
865,12.06.22 12:20:00 AM,22.046,0.0,,,,,,
866,12.06.22 12:30:00 AM,18.996,0.0,,,,,,
867,12.06.22 12:40:00 AM,7.983,0.0,,,,,,
868,12.06.22 12:50:00 AM,4.831,0.0,,,,,,
869,12.06.22 01:00:00 AM,3.893,0.0,,,,,,
870,12.06.22 01:10:00 AM,3.683,0.0,,,,,,
871,12.06.22 01:20:00 AM,3.578,0.0,,,,,,
872,12.06.22 01:30:00 AM,3.578,0.0,,,,,,
873,12.06.22 01:40:00 AM,3.578,0.0,,,,,,
874,12.06.22 01:50:00 AM,3.578,0.0,,,,,,
875,12.06.22 02:00:00 AM,3.472,0.0,,,,,,
876,12.06.22 02:10:00 AM,3.472,0.0,,,,,,
877,12.06.22 02:20:00 AM,3.261,0.0,,,,,,
878,12.06.22 02:30:00 AM,3.049,0.0,,,,,,
879,12.06.22 02:40:00 AM,2.943,0.0,,,,,,
880,12.06.22 02:50:00 AM,2.943,0.0,,,,,,
881,12.06.22 03:00:00 AM,2.943,0.0,,,,,,
882,12.06.22 03:10:00 AM,3.049,0.0,,,,,,
883,12.06.22 03:20:00 AM,3.155,0.0,,,,,,
884,12.06.22 03:30:00 AM,3.367,0.0,,,,,,
885,12.06.22 03:40:00 AM,3.367,0.0,,,,,,
886,12.06.22 03:50:00 AM,3.261,0.0,,,,,,
887,12.06.22 04:00:00 AM,3.155,0.0,,,,,,
888,12.06.22 04:10:00 AM,3.155,0.0,,,,,,
